Sector,State,Nationality,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Schools,NSW,China,35717,48852,51159,42885,38135,43379,58365,51805,37728,28646,25648,25031,27656,33610,37056,39148,38468,32774,12535
Schools,NSW,France,140,147,99,160,111,217,229,211,221,165,148,86,145,203,263,176,260,208,54
Schools,NSW,Germany,540,887,933,726,964,1215,1408,2013,1702,1590,1291,1179,1032,1132,1352,1249,1148,1065,438
Schools,NSW,Hong Kong,4851,5105,4970,3946,3409,3150,2314,2436,2629,2710,2462,2224,2037,2090,2381,2483,2316,2159,1326
Schools,NSW,India,84,120,141,129,230,294,296,598,443,322,232,295,444,503,458,509,451,446,175
Schools,NSW,Indonesia,3244,2610,2319,1688,1289,1089,783,497,441,518,590,469,486,350,372,395,357,356,142
Schools,NSW,Iran,59,253,329,250,98,81,78,140,222,196,209,210,257,252,366,408,276,215,38
Schools,NSW,Japan,2910,3229,3124,2858,2462,2219,1720,1374,1457,1416,1382,1223,1161,1098,927,714,695,617,236
Schools,NSW,"Korea, Republic of (South)",16283,19333,21882,20282,19182,20446,18199,15973,13651,11239,8165,6395,5400,4792,4371,4284,4331,4539,2121
Schools,NSW,Macau,101,133,127,117,84,45,87,160,143,166,110,193,211,214,274,209,204,140,69
Schools,NSW,Malaysia,867,898,831,715,699,624,563,555,373,382,390,353,353,360,427,432,377,294,128
Schools,NSW,Papua New Guinea,425,216,152,108,161,137,102,141,166,264,311,372,331,366,336,276,269,228,119
Schools,NSW,Philippines,391,290,179,217,188,215,151,212,245,246,329,341,417,405,488,510,482,436,226
Schools,NSW,Russian Federation,252,152,126,175,191,192,226,180,172,161,238,274,322,327,194,182,151,205,83
Schools,NSW,Singapore,529,594,539,450,379,235,147,169,184,187,204,160,225,210,298,272,182,120,36
Schools,NSW,Taiwan,1010,1437,1626,1445,1427,1200,1092,1058,754,592,546,467,364,462,421,479,634,551,214
Schools,NSW,Thailand,1855,2225,2149,2103,1908,1714,1342,1519,1439,1260,1188,1221,1042,962,991,951,896,978,386
Schools,NSW,United Kingdom,452,573,540,575,451,438,450,394,399,444,333,256,256,136,132,151,146,144,66
Schools,NSW,United States of America,377,339,431,503,456,358,318,357,280,207,282,226,229,180,190,315,396,327,167
Schools,NSW,Vietnam,1555,1673,1976,2709,4079,6334,7169,8340,8311,7417,6741,6351,6501,6253,7354,9648,11311,13064,6585
Schools,VIC,Brazil,433,299,424,353,237,282,318,243,156,104,124,99,108,144,257,162,165,165,60
Schools,VIC,Cambodia,264,162,176,192,161,249,377,423,393,438,668,905,986,1107,1487,2213,3210,4091,2051
Schools,VIC,China,33637,43389,44588,38368,34804,38478,46973,45820,38739,32733,30038,30390,34342,44153,53961,61410,65859,59964,23401
Schools,VIC,France,72,106,75,48,86,103,72,58,48,102,78,53,63,71,108,129,91,47,12
Schools,VIC,Germany,770,823,814,1012,812,1094,1121,1113,1213,857,624,538,478,510,440,425,594,535,164
Schools,VIC,Hong Kong,6638,6547,5642,4522,4051,3739,3593,3366,3238,2869,2580,2137,2130,2052,2353,2679,2852,2710,1475
Schools,VIC,India,211,159,140,211,278,425,474,583,723,494,416,493,872,1132,1246,1079,1534,1824,718
Schools,VIC,Indonesia,5254,5017,4030,3047,2318,1919,1426,1249,1240,1107,1140,985,729,628,599,631,747,767,289
Schools,VIC,Japan,4798,4974,5130,4822,4060,3367,2701,2088,1483,1569,1709,1999,1702,1351,1332,1503,1735,1616,572
Schools,VIC,"Korea, Republic of (South)",5015,6861,8239,8757,9675,11481,10607,8833,6606,5129,3982,3044,2560,2091,2055,1799,1837,1979,945
Schools,VIC,Macau,136,126,172,186,144,216,173,193,214,167,147,168,217,320,323,307,281,250,123
Schools,VIC,Malaysia,3405,4079,3893,3810,3569,3390,3144,3040,3396,3168,2750,2096,2059,1981,1895,1880,1857,1564,631
Schools,VIC,Philippines,90,72,87,69,90,116,93,177,138,132,110,127,70,114,184,193,224,216,102
Schools,VIC,Singapore,1033,1503,1532,1309,1047,853,717,656,559,605,637,670,698,699,754,767,714,611,251
Schools,VIC,Sri Lanka,60,138,180,126,145,107,139,182,194,250,236,267,265,322,245,242,295,299,135
Schools,VIC,Taiwan,2325,2321,2163,2123,1980,1815,1627,1511,1461,1154,884,777,720,731,656,765,877,962,411
Schools,VIC,Thailand,3600,3983,4196,3703,3307,3182,2533,2464,2522,2478,2285,2000,1927,1784,1830,1899,1645,1399,589
Schools,VIC,United Kingdom,534,697,612,666,605,689,514,470,322,253,265,185,168,156,137,88,90,131,36
Schools,VIC,United States of America,441,485,424,547,486,436,320,229,207,233,218,182,130,151,157,224,240,284,144
Schools,VIC,Vietnam,2198,2561,2834,3741,5178,7427,8920,10540,11041,10607,8946,8295,7535,7981,9632,13124,16036,18563,9376
Schools,QLD,Austria,29,27,23,12,12,92,107,72,186,174,189,258,144,267,387,366,534,504,156
Schools,QLD,Belgium,48,92,148,190,212,147,138,123,120,36,12,24,57,30,60,66,60,42,18
Schools,QLD,Brazil,1171,1066,1247,1464,1502,1379,1322,2188,1412,1285,941,1119,1647,2071,1674,1435,2025,1506,492
Schools,QLD,Canada,188,175,200,173,209,303,271,275,185,93,108,96,84,73,84,111,99,97,51
Schools,QLD,China,7721,9824,11061,10525,9056,9417,10764,11366,11306,10058,7456,6482,6410,9039,13281,17999,20222,19233,8073
Schools,QLD,Fiji,99,131,154,100,66,76,109,126,96,90,71,78,45,72,80,98,60,82,48
Schools,QLD,France,277,213,166,170,138,186,221,197,387,339,177,300,249,198,278,228,246,225,42
Schools,QLD,Germany,1132,1345,1872,2221,3168,4186,5336,7056,7347,6001,5099,4800,4801,5144,5159,4798,4754,4205,1465
Schools,QLD,Hong Kong,2471,2496,2360,2386,2419,2222,2119,2431,2575,2827,2591,2079,2100,2445,3142,3663,3607,3336,1546
Schools,QLD,India,247,128,142,96,95,80,42,54,81,114,84,60,176,333,279,349,369,441,202
Schools,QLD,Indonesia,1084,946,776,504,324,233,265,257,213,129,168,219,193,174,129,168,170,141,42
Schools,QLD,Italy,10,42,155,116,297,465,423,579,690,862,1266,1241,1404,1642,2025,2683,2307,2368,279
Schools,QLD,Japan,5794,6227,5541,5173,5053,4938,4285,3443,3294,3273,3397,3702,3869,3238,3458,4576,4388,4143,1870
Schools,QLD,"Korea, Republic of (South)",6085,8643,11358,11831,13077,14705,13716,12500,10621,8010,6637,5323,4743,4383,4575,4194,4859,5430,2721
Schools,QLD,Macau,18,34,54,49,72,95,63,94,117,114,159,198,213,255,372,348,363,342,96
Schools,QLD,Malaysia,622,633,613,625,638,513,432,396,387,468,531,485,627,474,663,557,450,459,279
Schools,QLD,Mexico,30,66,108,432,330,225,144,204,342,18,192,354,198,486,486,360,330,354,90
Schools,QLD,Papua New Guinea,3463,2695,1989,1608,1604,1807,1955,2687,2985,3256,3979,4531,5216,5400,5314,5397,4956,4579,2014
Schools,QLD,Philippines,341,337,298,246,260,257,245,258,270,315,267,291,234,211,252,279,222,225,95
Schools,QLD,Portugal,42,58,54,39,51,145,117,158,153,222,114,87,93,39,72,48,72,90,48
Schools,QLD,Singapore,235,293,271,299,241,185,120,91,111,72,111,150,258,262,228,224,168,150,60
Schools,QLD,Solomon Islands,587,530,440,407,299,225,114,144,228,226,286,267,267,225,207,204,201,210,124
Schools,QLD,South Africa,153,130,84,37,78,134,105,164,149,108,147,192,114,96,87,78,60,84,63
Schools,QLD,Switzerland,72,150,159,84,204,159,196,174,263,234,225,318,233,372,461,591,660,465,126
Schools,QLD,Taiwan,2892,2877,3022,2778,2908,2934,2753,2561,2112,1754,1459,1457,1289,1370,1392,1393,1429,1542,751
Schools,QLD,Thailand,1016,1137,1108,1044,818,791,709,595,515,471,462,468,560,504,510,578,718,761,351
Schools,QLD,United Kingdom,500,687,733,520,655,666,723,681,567,417,353,335,230,186,180,210,200,174,90
Schools,QLD,United States of America,386,512,379,504,374,391,346,365,312,357,198,252,236,132,195,201,393,461,221
Schools,QLD,Vietnam,120,113,149,247,422,705,1035,1358,1380,1340,1212,1137,1323,1520,1577,2232,3249,4392,2306
Schools,SA,Brazil,120,95,118,46,62,96,96,182,210,192,204,1420,216,228,174,144,252,225,66
Schools,SA,China,5472,8450,10038,9833,9316,10419,12150,12328,10846,9086,7783,7081,8269,10475,12401,14044,14215,12489,4761
Schools,SA,Germany,385,427,470,618,667,579,473,862,1466,1037,857,838,987,759,965,841,854,1297,384
Schools,SA,Hong Kong,1931,2659,2611,2480,2349,2169,2172,2409,2430,2443,2188,1965,1861,1949,2145,2374,2519,2386,1258
Schools,SA,Italy,12,23,17,30,18,17,12,6,43,61,60,141,103,167,192,351,412,492,90
Schools,SA,Japan,1050,1203,1643,1681,1475,1508,1397,1267,1554,1444,1535,1666,1559,2288,1911,1567,1857,2307,964
Schools,SA,"Korea, Republic of (South)",1254,1713,2421,3079,4232,5409,5768,6082,4951,3669,2542,2162,1774,1623,1675,1759,1877,1899,955
Schools,SA,Malaysia,472,517,492,530,530,526,576,516,483,462,452,532,415,467,630,407,388,345,114
Schools,SA,Taiwan,153,195,196,190,258,259,242,292,299,251,158,143,138,98,130,188,189,159,66
Schools,SA,Thailand,312,436,509,543,550,365,362,373,364,315,346,418,424,401,536,636,770,621,225
Schools,SA,United Kingdom,115,234,208,177,220,224,172,142,155,150,132,105,54,83,133,123,59,110,60
Schools,SA,Vietnam,236,229,338,587,1008,1629,1774,2030,2328,2128,1724,1415,1296,1416,1692,3027,4353,5782,3004
Schools,WA,China,4530,5828,6256,5792,4920,4686,5691,5451,4950,4054,3499,3201,2304,2356,3198,3077,3538,3451,1399
Schools,WA,France,51,59,47,73,95,208,221,178,96,58,23,44,47,35,34,54,48,23,5
Schools,WA,Germany,234,233,227,205,197,447,425,253,307,230,232,262,183,121,86,69,140,118,32
Schools,WA,Hong Kong,1831,2622,2138,1489,1219,939,634,601,936,1154,784,607,397,280,358,500,525,515,279
Schools,WA,India,84,124,127,111,105,114,119,230,250,144,98,138,145,225,169,198,186,187,78
Schools,WA,Indonesia,4356,4091,3430,2714,1840,1413,1148,1159,1031,1029,725,591,532,431,448,465,395,480,296
Schools,WA,Japan,1194,1430,1610,1690,1465,1156,777,690,504,297,335,348,340,363,217,191,127,244,107
Schools,WA,"Korea, Republic of (South)",975,1320,1897,2391,3038,3728,2928,2655,2278,1760,1428,1093,810,569,483,410,415,333,114
Schools,WA,Malaysia,3247,3490,3713,3243,2884,3046,2984,2897,2565,2451,2091,1369,1040,989,920,819,687,657,252
Schools,WA,Singapore,2314,2249,2278,2336,1700,1459,1005,900,781,637,686,422,440,236,263,280,268,257,99
Schools,WA,Taiwan,435,453,354,269,273,300,184,246,177,171,205,158,94,86,120,132,197,192,68
Schools,WA,Thailand,1050,1390,1397,1102,1066,924,911,822,758,688,598,486,483,433,333,291,347,346,122
Schools,WA,United Kingdom,384,439,394,413,361,324,288,315,370,254,180,159,103,144,101,101,134,142,33
Schools,WA,Vietnam,169,226,288,503,676,1038,1395,1988,2159,1742,1334,1245,1297,1405,1481,1389,1490,1530,754
Schools,TAS,China,1852,2103,1668,1416,1017,980,966,1045,1147,697,496,429,654,1002,1278,1664,1721,1495,449
Schools,TAS,Germany,79,182,280,347,367,435,244,241,279,146,174,138,135,92,198,112,49,84,27
Schools,TAS,Hong Kong,451,455,345,407,394,325,314,425,378,384,376,348,456,561,565,598,600,541,260
Schools,TAS,Japan,577,697,676,592,595,361,369,229,133,116,141,161,202,238,241,245,244,290,144
Schools,TAS,"Korea, Republic of (South)",568,535,534,803,1043,1132,1183,1453,1343,955,770,476,314,176,300,230,156,208,86
Schools,NT,Indonesia,396,516,606,714,621,489,352,259,344,373,355,458,369,484,601,675,541,282,167
Schools,ACT,China,2697,3604,3575,3363,3250,3174,2960,2891,2957,2734,2489,2811,3395,4062,4943,5521,4838,3642,1106
Schools,ACT,Hong Kong,437,482,473,358,254,152,122,75,105,161,165,162,160,164,239,281,260,269,92
Schools,ACT,"Korea, Republic of (South)",726,987,1136,1391,1451,1363,1209,1074,819,653,595,453,454,437,438,302,290,277,106
Schools,ACT,Vietnam,47,29,47,178,288,415,493,573,600,489,390,308,393,432,472,735,841,843,319
ELICOS,NSW,Argentina,258,66,43,122,158,315,233,343,371,438,360,374,421,662,810,1421,1725,2484,1242
ELICOS,NSW,Austria,198,270,220,186,227,279,273,206,211,311,147,202,199,151,237,214,180,72,24
ELICOS,NSW,Bangladesh,1379,3315,5751,3921,2875,4487,2457,2149,1821,1344,1520,1433,1697,2134,1547,1587,1958,1712,536
ELICOS,NSW,Belgium,629,523,441,573,591,409,388,342,336,345,370,237,434,444,539,460,359,350,141
ELICOS,NSW,Brazil,8652,6655,8055,12784,20138,25200,33424,38474,31656,31503,30073,31716,39708,44705,53491,69366,71066,59890,18112
ELICOS,NSW,Cambodia,121,66,69,51,126,165,212,284,267,255,270,525,730,1003,938,977,1069,991,228
ELICOS,NSW,Canada,117,44,27,26,33,23,18,42,13,90,64,36,39,26,98,36,38,63,27
ELICOS,NSW,Chile,213,216,428,446,1110,1785,1751,2856,2856,3285,3261,2930,3589,4881,5720,7856,10667,12659,3878
ELICOS,NSW,China,71706,58249,58103,55731,57521,91333,121443,113713,110701,86284,72578,87987,96267,113856,116501,111933,124324,123325,31949
ELICOS,NSW,Colombia,2947,2180,1590,2018,4585,7871,10828,14133,13793,12603,15571,18267,20592,21536,25128,30202,37648,46326,17944
ELICOS,NSW,Czech Republic,6624,7055,4865,5927,6421,7666,5795,7888,8457,7217,5873,7469,7786,6561,5344,4959,3841,2650,738
ELICOS,NSW,Denmark,85,117,71,133,129,51,72,111,108,66,89,61,52,71,160,81,48,65,31
ELICOS,NSW,Ecuador,91,79,54,91,131,213,127,292,240,165,437,443,321,272,396,678,639,958,359
ELICOS,NSW,Egypt,66,162,246,572,1794,4633,4077,1576,1231,1502,1411,458,167,141,172,132,166,113,70
ELICOS,NSW,France,2805,3033,2631,2733,2476,2300,2681,2999,3269,2693,2734,2644,2698,2812,3207,3595,4823,4734,1495
ELICOS,NSW,Germany,792,787,965,1030,956,773,739,823,1156,698,684,593,840,786,698,895,867,1194,421
ELICOS,NSW,Greece,57,3,35,26,15,2,7,13,53,207,921,1518,1709,1571,1016,929,757,556,162
ELICOS,NSW,Hong Kong,8051,6576,4969,3365,3243,2714,2443,2943,3278,4144,3421,3815,4185,5239,6205,5296,3330,2469,901
ELICOS,NSW,Hungary,1090,1261,1013,1150,1172,1805,1794,2105,1795,1226,1258,1404,978,868,801,745,292,219,51
ELICOS,NSW,India,173,929,4279,3982,7807,19417,31436,20108,4873,3207,3033,4986,14907,13961,10726,11544,14807,18945,4671
ELICOS,NSW,Indonesia,5895,5925,4787,4720,5293,6815,8774,10098,7483,6685,7149,7452,8407,9460,7194,7162,5444,6088,1935
ELICOS,NSW,Iran,211,377,312,362,701,1010,898,1352,1341,1554,1528,1349,1066,706,656,840,634,290,73
ELICOS,NSW,Italy,883,1339,1045,608,932,1167,1417,2095,2389,3422,5299,6919,8632,11272,11542,10652,8531,7527,1975
ELICOS,NSW,Japan,20187,21383,21321,19916,19116,17400,14288,14926,15484,15277,16375,16635,16962,16661,20020,20138,19288,18545,6003
ELICOS,NSW,Jordan,559,209,173,263,1033,2005,2828,2060,768,838,1198,1494,1069,956,718,740,668,587,163
ELICOS,NSW,Kenya,9,10,28,41,52,48,79,53,66,21,39,28,79,107,151,195,146,369,110
ELICOS,NSW,"Korea, Republic of (South)",28735,33657,35550,39004,47789,52135,48989,43244,37180,30468,27492,26824,25638,24315,25608,23741,19874,19181,5800
ELICOS,NSW,Kuwait,8,3,36,29,32,8,50,44,605,1183,1408,894,297,265,119,163,162,157,63
ELICOS,NSW,Laos,190,82,38,71,102,214,263,574,637,410,385,573,672,840,1172,1381,1698,1607,805
ELICOS,NSW,Lebanon,200,153,239,232,378,634,849,782,781,726,723,1186,1314,1631,927,833,877,705,332
ELICOS,NSW,Lithuania,92,28,26,21,43,82,184,134,261,304,276,432,571,655,634,873,563,492,123
ELICOS,NSW,Macau,207,138,144,117,114,200,272,297,365,345,279,210,375,382,525,175,233,185,56
ELICOS,NSW,Malaysia,380,558,331,462,401,414,1065,957,1078,1370,1773,2091,2658,3573,5701,9629,11577,12031,4062
ELICOS,NSW,Mexico,483,840,769,791,919,1065,1318,1285,1221,1289,1406,1431,2145,1915,2368,2605,2842,3014,1084
ELICOS,NSW,Mongolia,324,167,159,143,110,158,453,1303,1127,667,1181,2029,3039,6126,8591,10514,16974,24655,5872
ELICOS,NSW,Myanmar,71,56,64,67,69,151,98,253,244,118,166,158,134,101,185,175,170,390,169
ELICOS,NSW,Nepal,66,144,153,316,1042,6112,9419,9390,3305,4279,5217,6467,8288,8170,7427,14192,14822,20763,7750
ELICOS,NSW,Netherlands,167,165,214,279,191,214,162,369,243,251,233,244,120,247,407,384,245,298,60
ELICOS,NSW,Norway,130,34,105,141,79,30,45,104,66,49,75,48,106,61,108,159,59,19,25
ELICOS,NSW,Oman,23,29,69,9,30,54,73,110,211,140,205,243,447,698,607,270,159,87,149
ELICOS,NSW,Pakistan,52,72,210,260,292,858,1009,1261,1196,1529,2330,4832,4346,6535,4533,3100,3058,3863,1328
ELICOS,NSW,Peru,153,76,162,362,882,2108,4043,5553,5243,4069,3325,2978,2455,3533,4286,4570,4680,4681,1588
ELICOS,NSW,Philippines,38,45,127,238,300,379,1087,845,840,1035,1317,1474,1385,1295,1225,1067,1397,2309,692
ELICOS,NSW,Poland,3965,3816,2241,1971,2633,2699,3048,3922,4576,4545,3567,3059,3148,3647,4505,4034,2757,2366,530
ELICOS,NSW,Portugal,153,167,150,259,333,281,343,731,731,939,915,1516,1581,1309,1266,1304,1012,957,238
ELICOS,NSW,Romania,21,51,23,69,64,106,86,96,110,56,72,33,60,30,39,35,47,16,37
ELICOS,NSW,Russian Federation,1063,710,485,486,763,940,1218,1780,1532,1441,1973,2218,1913,1045,729,428,410,493,285
ELICOS,NSW,Saudi Arabia,104,212,551,1037,2447,5433,13675,21112,17954,9283,7907,7419,8609,9058,6119,3570,3301,3862,1465
ELICOS,NSW,Singapore,38,42,34,6,22,15,60,17,47,173,148,91,123,94,67,71,76,71,30
ELICOS,NSW,Slovakia,4535,3312,3045,2485,2417,3090,3101,3459,3661,3453,2997,2892,2949,3048,2280,1850,1536,1319,320
ELICOS,NSW,Spain,950,976,1091,1242,1581,2084,2256,3117,4572,5844,6612,7953,9271,11110,11836,14145,13508,13164,4771
ELICOS,NSW,Sri Lanka,91,113,174,257,429,496,364,275,175,135,145,156,158,154,142,251,218,327,60
ELICOS,NSW,Sweden,133,158,148,258,222,174,180,139,143,173,118,137,181,195,387,489,533,444,125
ELICOS,NSW,Switzerland,3698,2818,2297,2349,2560,1998,2499,2562,2314,2518,2486,2450,2427,2258,2360,2504,2477,2159,686
ELICOS,NSW,Taiwan,8698,8012,7225,6411,6538,6529,6229,6227,5406,4700,4234,4828,6044,8894,11336,12811,13970,16077,5012
ELICOS,NSW,Thailand,22297,21117,19205,21438,27764,33708,39725,48342,34378,25803,30154,43167,57947,60346,56219,43038,30147,27878,9884
ELICOS,NSW,Turkey,1744,1249,1302,1648,2615,3654,4904,5884,6128,4754,3253,2907,2668,2337,2790,4941,4608,4397,1868
ELICOS,NSW,Ukraine,105,26,61,64,72,96,101,103,98,148,236,306,394,326,240,293,246,213,51
ELICOS,NSW,United Arab Emirates,14,35,100,304,110,75,325,340,357,603,278,220,50,103,203,143,237,48,6
ELICOS,NSW,United Kingdom,255,187,132,135,113,112,58,122,58,33,73,81,47,41,79,51,29,79,31
ELICOS,NSW,United States of America,27,73,45,54,35,43,77,95,106,63,63,90,90,94,110,68,93,239,51
ELICOS,NSW,Uzbekistan,130,166,117,111,148,181,273,157,120,61,85,111,145,125,44,113,52,63,20
ELICOS,NSW,Venezuela,396,230,187,120,228,285,490,667,939,1120,790,806,1180,2312,2144,1867,666,373,92
ELICOS,NSW,Vietnam,1904,1343,1982,2368,3753,6633,14933,23851,20273,12746,10878,18015,24698,21921,16476,12610,11004,11914,3847
ELICOS,VIC,Argentina,48,20,51,53,32,6,39,59,93,155,130,99,148,120,329,622,572,992,355
ELICOS,VIC,Bangladesh,326,1332,1592,1339,685,947,375,415,256,315,283,242,228,277,229,230,312,235,63
ELICOS,VIC,Belgium,116,136,107,147,185,145,119,84,49,26,29,99,56,110,103,110,67,15,11
ELICOS,VIC,Brazil,1060,789,699,1191,2190,3081,3312,4932,5101,4236,4360,6596,12471,10125,14257,15859,17015,14779,5008
ELICOS,VIC,Cambodia,75,76,133,71,180,240,218,210,381,345,301,578,844,1007,1294,2090,2474,2079,707
ELICOS,VIC,Chile,41,73,175,202,283,710,782,1505,1444,1628,1725,2043,2400,2732,3086,4168,6083,6627,2476
ELICOS,VIC,China,24357,35189,40798,37848,37219,53580,69724,81448,83422,59935,51235,58727,77478,97856,117399,133239,141402,124299,34294
ELICOS,VIC,Colombia,2134,1675,1068,1688,4184,8048,8532,11145,12613,10793,15690,21921,24339,26597,31659,39109,42066,47902,20381
ELICOS,VIC,Czech Republic,600,549,588,624,465,533,418,413,488,408,404,544,649,644,576,379,404,320,112
ELICOS,VIC,East Timor,129,94,44,45,32,25,41,99,204,161,184,241,208,127,131,196,140,165,15
ELICOS,VIC,Egypt,13,50,188,190,371,552,653,305,99,45,23,52,42,44,14,64,50,43,7
ELICOS,VIC,France,440,298,382,323,526,536,458,548,595,603,576,699,772,986,1193,1526,1602,1155,470
ELICOS,VIC,Germany,101,50,84,137,83,74,145,131,125,201,142,169,190,186,186,191,203,214,79
ELICOS,VIC,Greece,50,33,18,71,50,22,11,21,63,320,2856,4644,3575,2039,1974,1301,929,777,214
ELICOS,VIC,Hong Kong,11083,9169,6254,4178,3713,2314,2170,1941,2484,1777,1766,2143,2570,3807,4476,3346,2653,2037,749
ELICOS,VIC,Hungary,202,114,157,132,145,209,250,360,504,247,259,393,228,272,294,338,137,108,30
ELICOS,VIC,India,230,1288,3226,3768,9948,36550,46315,50519,6106,3246,3874,6561,18510,19084,14584,15781,13003,20552,5913
ELICOS,VIC,Indonesia,6029,6121,4557,4234,3450,2771,3539,3633,3947,3046,1979,1997,1894,1954,1954,1912,2043,2556,735
ELICOS,VIC,Iran,52,82,129,142,457,741,712,907,977,789,1114,867,727,664,550,596,448,301,83
ELICOS,VIC,Israel,45,52,55,71,229,176,217,254,257,199,136,140,126,179,85,128,138,191,27
ELICOS,VIC,Italy,277,381,152,114,155,178,416,726,828,1602,2703,3856,6248,7312,6488,5770,4704,4030,1262
ELICOS,VIC,Japan,12691,13461,14580,13373,11305,10224,8541,7687,7468,7202,8007,9104,9387,11297,13458,16405,17240,17372,5735
ELICOS,VIC,Jordan,138,20,12,24,170,145,112,116,52,84,111,162,83,183,181,195,81,88,28
ELICOS,VIC,Kenya,31,22,19,53,26,60,65,149,101,109,76,113,127,130,144,193,311,360,80
ELICOS,VIC,"Korea, Republic of (South)",9247,13427,13286,11744,16573,19542,17675,16083,13513,9188,9265,9273,9760,10083,12575,12409,9661,9128,2914
ELICOS,VIC,Laos,61,71,78,28,27,39,52,132,318,198,171,168,200,332,506,446,454,471,234
ELICOS,VIC,Lebanon,67,53,71,75,139,251,401,553,592,447,272,406,317,201,154,109,101,122,32
ELICOS,VIC,Macau,126,139,97,72,101,149,144,301,206,254,105,139,177,273,347,226,149,156,70
ELICOS,VIC,Malaysia,845,867,829,671,927,835,1037,1182,1144,1657,2763,4306,5196,7371,12741,12247,12387,8843,2558
ELICOS,VIC,Mexico,215,264,272,239,446,459,436,588,539,573,550,413,965,1315,1283,1739,1698,2111,878
ELICOS,VIC,Mongolia,36,33,129,114,62,112,138,149,175,147,131,119,134,183,325,537,1406,1881,495
ELICOS,VIC,Myanmar,10,20,14,32,52,42,66,108,99,97,80,98,71,114,162,211,408,3687,2620
ELICOS,VIC,Nepal,21,12,39,131,232,1028,2931,3330,316,893,1006,1082,2253,1740,1601,3502,3619,5142,1501
ELICOS,VIC,Oman,615,840,691,497,439,299,532,377,373,336,393,472,468,906,1470,1150,621,311,246
ELICOS,VIC,Pakistan,227,403,524,673,1130,1624,1434,1630,1556,1698,2246,3362,4427,4275,2231,1477,1462,1808,728
ELICOS,VIC,Peru,23,29,62,131,438,662,902,971,964,694,573,554,442,582,626,777,869,1099,404
ELICOS,VIC,Philippines,23,31,44,81,123,81,200,264,313,400,658,1106,1042,1539,1417,1412,1376,1409,456
ELICOS,VIC,Poland,281,733,1288,860,789,724,709,863,714,757,709,832,709,833,735,664,475,266,125
ELICOS,VIC,Portugal,182,118,119,150,168,139,203,262,157,197,369,308,230,279,291,281,324,273,61
ELICOS,VIC,Russian Federation,333,175,117,82,159,180,289,305,212,380,592,642,455,255,159,152,242,173,102
ELICOS,VIC,Saudi Arabia,103,254,445,880,1570,3356,9380,15176,12847,8382,7912,8148,12145,16295,9879,5615,5598,8907,3323
ELICOS,VIC,Slovakia,233,183,179,177,134,108,166,182,298,123,101,127,143,254,107,118,167,123,56
ELICOS,VIC,Spain,96,212,105,215,123,269,361,383,648,980,2135,2800,3838,3553,3567,5039,4554,4530,1512
ELICOS,VIC,Sri Lanka,327,856,1609,2086,2915,4816,5242,3572,1446,1149,1243,1453,1670,2035,2457,4317,3300,2935,754
ELICOS,VIC,Sweden,122,120,66,28,33,8,7,34,41,41,59,49,62,69,158,210,49,103,36
ELICOS,VIC,Switzerland,104,193,269,154,158,179,287,216,183,180,279,252,187,176,273,304,198,251,75
ELICOS,VIC,Taiwan,6117,6685,6143,4928,4842,4718,4628,4169,3668,2732,2649,3902,5336,9405,10656,9786,8297,8369,2926
ELICOS,VIC,Thailand,13617,13552,11134,9957,11235,12730,12589,16045,15357,11823,11015,12457,18447,18755,24682,28402,27490,29749,11504
ELICOS,VIC,Turkey,526,528,605,861,1246,1917,2449,3657,4514,2855,1718,1833,2006,1767,2118,3717,4305,4874,2115
ELICOS,VIC,United Arab Emirates,208,550,560,746,1343,1575,1989,1997,1660,925,600,554,492,399,710,333,262,268,17
ELICOS,VIC,United Kingdom,260,212,158,120,135,60,89,17,62,53,20,54,57,69,47,40,26,13,7
ELICOS,VIC,United States of America,34,64,18,14,2,35,15,35,22,54,63,42,83,63,86,72,98,141,30
ELICOS,VIC,Venezuela,39,66,68,140,85,272,467,736,1029,1285,884,789,1220,1309,1297,1418,935,257,48
ELICOS,VIC,Vietnam,2929,2848,3866,3885,5232,8911,19926,30475,24276,15039,13616,27249,38048,27008,20373,14789,11284,12857,4439
ELICOS,QLD,Argentina,170,94,98,75,121,89,148,117,186,86,159,273,146,161,220,556,1004,1208,552
ELICOS,QLD,Austria,54,53,54,63,193,161,123,151,135,228,145,80,79,90,76,113,98,91,6
ELICOS,QLD,Bangladesh,71,98,72,209,72,111,55,103,84,57,20,58,36,57,91,50,66,99,32
ELICOS,QLD,Belgium,180,226,319,295,299,412,239,160,177,303,390,354,331,320,434,426,492,415,144
ELICOS,QLD,Brazil,7105,5770,7540,11509,17457,19690,25742,29735,24701,22464,22547,21919,27123,28919,32945,45598,46117,44788,14137
ELICOS,QLD,Chile,67,94,159,242,568,833,1138,2110,1948,2066,2239,2052,2468,2134,2694,3424,4868,6484,2131
ELICOS,QLD,China,9384,11258,14578,15686,16297,20254,26563,37257,38573,30325,23713,25912,31064,36138,40647,48271,57478,54063,15677
ELICOS,QLD,Colombia,2157,1390,1019,1230,3867,9026,13148,19243,18982,14194,16825,22006,21155,21337,24515,26398,29227,34311,14677
ELICOS,QLD,Czech Republic,1189,940,1264,1693,1273,1448,1761,1997,2452,1739,1445,1593,1540,1841,1410,1994,1316,1184,282
ELICOS,QLD,Denmark,105,19,27,29,33,33,72,134,27,3,47,32,63,5,35,19,19,36,12
